LLR_value	p_value	topic_words
199.99472246953962	2.0940332486065616e-45	['planète', 'espace', 'cemp', 'terre', 'planètes', 'beyle', 'silkies', 'vaisseau', 'système', 'orbite']
190.1290808740747	2.979583260221125e-43	['commissaire', 'dancourt', 'inspecteur', 'police', 'fassio', 'policier', 'enquête', 'boulle', 'dab', 'shérif']
183.59722469607178	7.944052744187262e-42	['yudel', 'weizmann', 'majola', 'thandi', 'boutique', 'nieuwenhuysen', 'hymie', 'muntu', 'yudel savait', 'johannesburg']
150.6659709034853	1.2399278697932814e-34	['finch', 'quince', 'tibbett', 'goodman', 'smeed', 'macey', 'hamstone', 'inspecteur', 'bingham', 'commissaire']
115.94167008886302	4.894837087104926e-27	['meurtre', 'assassin', 'dover bowers', 'bowers', 'meurtrier', 'dover', 'crime', 'thayer', 'criminel', 'baumann']
108.45847664271575	2.132718127445293e-25	['byram', 'accident', 'police', 'suicide', 'suicidée', 'affee', 'whitcomb', 'enquête', 'conduisait', 'amersham']
98.87410369387045	2.69075063004901e-23	['clément', 'bejardy', 'sécateur', 'brossier', 'pouchet', 'type', 'tchik', 'vandoosler', 'vauquer', 'bonnot']
85.00799520645289	2.971610476331612e-20	['manson', 'piggot', 'betts', 'babcock', 'beckford', 'broadwaters', 'sills', 'véranda', 'phosphore', 'docteur']
82.49586236221955	1.0589156779726723e-19	['knudsen', 'quade', 'thayer', 'boland', 'silverdale', 'patients', 'chantier naval', 'naval', 'psychologue', 'demanda']
75.8502752019476	3.060097693146551e-18	['bataillon', 'biên', 'diên biên', 'diên', 'viets', 'parachutistes', 'compagnie', 'lieutenant', 'légionnaires', 'pc']
73.5193056926135	9.96566583677947e-18	['kif', 'pyanfar', 'jik', 'sikkukkut', 'hakkikt', 'mahendo', 'dieux', 'chanur', 'hilfy', 'haral']
72.15417591111641	1.9902409989417065e-17	['bateau', 'eau', 'navire', 'pont', 'poissons', 'vent', 'sable', 'bord', 'vagues', 'coque']
69.76625545552963	6.676536114458615e-17	['sugar', 'mattone', 'rizzio', 'pepper', 'froggy', 'mastragos', 'rizzio mattone', 'regarde', 'renner', 'winchester']
68.42468002351113	1.3181744015539592e-16	['riant', 'chandail', 'retourna', 'fit', 'ciseaux', 'sourit', 'souffla', 'ramassa', 'embrassa', 'rire']
68.18503177854201	1.4885137891341184e-16	['lefleur', 'nims', 'pepperdine', 'black elk', 'elk', 'lindstrom', 'hamlin', 'boggins', 'lampe', 'incendie']
67.42013412925574	2.1939693167620366e-16	['quade', 'bossard', 'docteur bossard', 'boland', 'docteur', 'michaël', 'heures demie', 'demie', 'cavendish', 'aveyard']
61.5111781866281	4.40236725852985e-15	['cigarette', 'cigarettes', 'fumée', 'tabac', 'paquet', 'fume', 'fumer', 'alluma', 'dis', 'cigare']
59.63142210309962	1.1439404600903515e-14	['whittaker', 'climpson', 'findlater', 'murbles', 'budge', 'wimsey', 'cropper', 'tante', 'crow beach', 'crow']
56.31066246587498	6.187895577772867e-14	['catlin', 'dieux', 'chinois', 'bronzes', 'tzu', 'congrès', 'qin', 'lusitania', 'flotte', 'démosthène']
54.61577007493679	1.4655486584636457e-13	['voiture', 'route', 'chauffeur', 'camion', 'volant', 'voitures', 'véhicule', 'conducteur', 'arrière', 'portière']
52.76358323159145	3.7621248449798853e-13	['andré', 'poupi', 'andré regardait', 'naples', 'demanda andré', 'leçon tir', 'gosses', 'couillon', 'demanda', 'andré demanda']
51.815503442955816	6.096849289546802e-13	['jirel', 'yeux', 'visage', 'corps', 'lumière', 'eau', 'cheveux', 'femme', 'tête', 'jambes']
51.26686865888027	8.062493936089874e-13	['avocat', 'procès', 'jurés', 'tribunal', 'président', 'magistrat', 'affaire', 'audience', 'step', 'témoin']
48.27942157509379	3.6961072256040075e-12	['anelo', 'boule', 'santardi', 'maxmo', 'boule anelo', 'coffre', 'fit boule', 'côté anelo', 'bière', 'musicos']
46.90096287252574	7.466601878732304e-12	['gardella', 'scandura', 'thurston', 'roselli', 'lança', 'lança gardella', 'taire fit', 'gardella faut', 'regard gardella', 'regard']
43.12456443901909	5.1363313006651376e-11	['calife', 'tèmudjin', 'maître', 'abassa', 'djamouqa', 'qasar', 'toghril', 'palais', 'kèrèit', 'merkit']
42.64873949342595	6.550662805703941e-11	['mort', 'humains', 'âme', 'faut', 'vivre', 'chose', 'humanité', 'science', 'êtres', 'société']
41.037003813003814	1.4937413729305497e-10	['dumire', 'shérif', 'beckford', 'gribben', 'morrington', 'smithtown', 'stringer', 'smiley', 'bernstein', 'découpeur']
38.107032333927165	6.696833283303117e-10	['piggot', 'betts', 'broadwaters', 'alderton', 'manson', 'kenway', 'piggot betts', 'cambriolage', 'mort betts', 'betts piggot']
37.6575011863729	8.432179371284999e-10	['bureau', 'police', 'femme', 'heures', 'porte', 'commissaire', 'téléphone', 'demanda', 'secrétaire', 'lettre']
34.65910125508922	3.927978345465973e-09	['adèle', 'escudier', 'sourire', 'lèvres', 'littlefield', 'murmura', 'amoureux', 'bouche', 'doucement', 'yeux']
34.65910125508922	3.927978345465973e-09	['morsi', 'viking', 'saunders', 'déclara', 'spécimen', 'drakkar', 'magnusson', 'poitrine', 'tête', 'nei']
34.335682241065385	4.637998632431891e-09	['nessie', 'brockmeier', 'plani', 'matthews', 'sonar', 'finch', 'inverness', 'regarda', 'objet', 'chambre']
34.05598536554918	5.354893660344189e-09	['arbres', 'arbre', 'forêt', 'fleurs', 'feuilles', 'branches', 'plantes', 'terre', 'racines', 'champignons']
33.84416062204065	5.97080353839176e-09	['seagull', 'moonbird', 'oiseau', 'ailes', 'skiz', 'birdlip', 'oiseaux', 'baccarat', 'dragon', 'insecte']
33.53164531990167	7.0113903315595255e-09	['desprats', 'cité', 'appartement', 'garlonne', 'séréna', 'ostrer', 'vraiment', 'wishman', 'demanda', 'regarde']
32.47906033748167	1.204837448155004e-08	['regarda', 'fit', 'campement', 'ciré', 'répondit', 'chandail', 'pistolet', 'demanda', 'fileni', 'poncho']
31.93352389992137	1.5953984867459977e-08	['rhada', 'prisko', 'djinnih', 'soldat', 'nomade', 'tribu', 'camions', 'yané', 'boïdus', 'nomades']
31.482490845762833	2.0124678626075757e-08	['taplin', 'veysey', 'meurtre', 'siméonidis', 'assassin', 'prétendument', 'raphaël', 'coupable', 'docteur stratton', 'adèle']
31.402342121132587	2.0972776027557466e-08	['michaël', 'bogie', 'nouvelle orléans', 'orléans', 'bungalow', 'femme', 'casbah', 'pourtant', 'accident', 'porte']
30.932081731095828	2.672178012276506e-08	['redcloud', 'jiggs', 'navajo', 'zhdanov', 'mère', 'weaver', 'mister jiggs', 'sourire', 'indienne', 'vieille']
29.416874024337687	5.836721627592904e-08	['docteur', 'médecin', 'dr', 'infirmière', 'clinique', 'régine', 'malade', 'hôpital', 'lherbier', 'médecins']
29.313101795328585	6.157793599630175e-08	['terrain', 'manganèse', 'bluff', 'hood', 'diable terrain', 'question terrain', 'camionnette', 'sluefoot', 'porte parapluies', 'tut tut']
28.882584379241017	7.690125236088448e-08	['rhéa', 'devlin', 'kilconnell', 'bouviers', 'cessna', 'rhéa cormack', 'maclver', 'cormack', 'voulait', 'sébastian']
28.62314365259811	8.792500122269972e-08	['bouteille', 'sukie', 'verre', 'bière', 'bouteilles', 'tooley', 'verres', 'boire', 'alcool', 'table']
28.357446481436636	1.008580961748403e-07	['ingold', 'lohiro', 'sorcier', 'ténébreux', 'archimage', 'quo', 'bâton', 'vieil', 'lngold', 'sorciers']
25.2195480636628	5.11610048286467e-07	['agnès', 'gimlet', 'sœur', 'intermezzo', 'pouvais', 'dis', 'lorenzaccio', 'montre', 'élèves', 'voulais']
25.206619094610343	5.150512510631562e-07	['burrow', 'merriman', 'manoir', 'developers', 'atlantic developers', 'atlantic', 'barkeley', 'waters', 'domaine', 'rand']
24.813463957618303	6.315479387124188e-07	['sénateur', 'larkspur', 'kinkaid', 'khazar', 'chérie', 'mère', 'tchartoff', 'daldrin', 'père', 'garçon']
24.314894422923352	8.180406773214596e-07	['skinner', 'demande', 'huncie', 'dis', 'veux', 'muirhead', 'pickering', 'anglaises', 'cloques', 'quelqu']
24.239963941675917	8.504909310279147e-07	['librairie champs', 'librairie', 'librairie champs élysées', 'adaptation représentation', 'adaptation représentation réservés', 'reproduction adaptation représentation', 'représentation réservés', 'contrôle cas', 'livre souffre', 'volumes collection']
24.239963941675917	8.504909310279147e-07	['kalle', 'göran', 'saucisson', 'léna', 'plan kalle', 'trésor', 'göran vestberg', 'vestberg', 'mellors', 'supposons']
24.092174205990265	9.183274568871558e-07	['mcginnis', 'mme', 'shamus', 'femme', 'sénateur', 'prit', 'irlandais', 'mme manchester', 'lança', 'lèvres']
22.74247207974466	1.8522832240216052e-06	['chambers', 'scorpion', 'barlow', 'léonid', 'prit', 'désir', 'veux', 'voulut', 'chambre', 'voiture']
22.58092960558843	2.0147460069865433e-06	['krug', 'watchman', 'krug krug', 'spaulding', 'androïdes', 'vargas', 'transmat', 'alphas', 'androïde', 'cuve']
22.30140753688133	2.3303573465280465e-06	['chrétiens', 'turcs', 'soldats', 'soldats chrétiens', 'hommes', 'pèlerins', 'fleuve', 'père ascelin', 'ascelin', 'troupes']
22.05579170778405	2.6483937182819745e-06	['sindbad', 'hardesty', 'foxgrove', 'geste', 'regard', 'écuries', 'sourire', 'phéronomes', 'deluth', 'cheval']
21.292383314339315	3.9429506407766605e-06	['manilo', 'corrio', 'viételli', 'hanse', 'ommach', 'desprats', 'halter', 'cité', 'ostrer', 'regarde']
21.201471441486042	4.134469745140064e-06	['beecher', 'heap', 'sukie', 'tabora', 'dogtinder', 'garnel', 'filby', 'yor', 'tribling', 'aérol']
20.405270045771147	6.265701048907071e-06	['finch', 'caravane', 'inspecteur', 'pont', 'bingham', 'macey', 'demanda finch', 'raccompagner', 'finch yeux', 'finch fit']
19.549908578146038	9.800542667517294e-06	['caria', 'voix caria', 'âme midinette', 'chérie', 'venatici', 'caria voix', 'véritable assassin', 'automaster central', 'détournées', 'parfaitement courant']
19.271590172620158	1.13380933008776e-05	['crimes', 'meurtre', 'planteguerre', 'rochembert', 'meurtres', 'criminel', 'rampez', 'meurtrier', 'crime', 'quim']
19.271590172620158	1.13380933008776e-05	['vauquer', 'clément', 'sécateur', 'bufo', 'cimetière montparnasse', 'aimais gosse', 'kaputhala', 'ponceuse', 'cimetière', 'lherbier']
18.37483710645933	1.8143830658152446e-05	['scalia', 'courcelles', 'camping', 'exclama', 'assura', 'demanda', 'congrès', 'clinique', 'bureau accueil', 'caravane']
18.326495408419085	1.8610083315042585e-05	['abri', 'flanagan', 'murmura', 'toit', 'maisonnette', 'demanda', 'cabane', 'lorsqu', 'envie', 'bière']
18.326495408419085	1.8610083315042585e-05	['sandorf', 'nadiège', 'stéphane', 'owemberg', 'précepteur', 'winsky', 'régent', 'volnie', 'astianof', 'pétrow']
17.90265340173623	2.3249673450902202e-05	['danfield', 'femme', 'murmura', 'regard', 'présent', 'désir', 'compagnon', 'lorsqu', 'colère', 'compagne']
17.416599302979606	3.0019292559533486e-05	['cutter', 'skidmore', 'greenville', 'sœur', 'vaches', 'argyle', 'écurie', 'indemnité', 'bêtes', 'femme']
17.408787394785662	3.0142920380051205e-05	['bébé', 'mariage', 'femme', 'walsh', 'cœur', 'baiser', 'tendrement', 'ventre', 'larmes', 'répéta']
17.358976286090474	3.094333228958454e-05	['jésus', 'objets objets', 'seigneur', 'dieux', 'kernik', 'père', 'jérusalem', 'maligou', 'objets', 'prêtre']
17.33020919227701	3.141528420831369e-05	['chiens', 'kehlweiler', 'akrèn', 'animal', 'porte', 'tête', 'bête', 'sukie', 'yeux', 'dogtinder']
17.32955062754461	3.142617288625073e-05	['frédi', 'grundwig', 'théâtre', 'administrateur', 'mme grundwig', 'acteur', 'banquier', 'danemark', 'ophélie', 'voiture']
17.32955062754461	3.142617288625073e-05	['sss', 'nodles', 'système solaire', 'solaire', 'mec', 'ver sable', 'système', 'ver', 'sphère bureau', 'incultes']
16.947508423535943	3.842772094654693e-05	['gueule poisson pané', 'poisson pané', 'gueule poisson', 'pané', 'fermeture éclair', 'couille molle', 'couille', 'flingue', 'spaulding', 'moinillon']
16.446441388403883	5.0044034436687935e-05	['incendiaire', 'émission', 'michaëls', 'palm beach', 'palm', 'beach', 'présent', 'besoin', 'policier', 'voulait']
16.279274831935847	5.465852397305291e-05	['jourdaine', 'béni', 'oï', 'oï tîkî', 'tîkî', 'mamette', 'saurien', 'concourle', 'ibère', 'terango']
15.966761949960684	6.446442430592794e-05	['tatav', 'luda', 'jov', 'rakoff', 'harmonium', 'buissonnets', 'lunora', 'bossard', 'crés', 'réfectoire']
15.885132057172537	6.730538675795214e-05	['séréna', 'lordy', 'laveuglant', 'flox', 'defeckmann', 'kehlweiler', 'butron', 'masters', 'dobel', 'bitchy']
15.754136934131465	7.213003168978811e-05	['roditis', 'santoliquido', 'persona', 'noyés', 'dybbouk', 'oncle', 'transplantation', 'persona oncle', 'donahy', 'hoptère']
15.612513570685305	7.773842545491791e-05	['cerveau', 'cerveaux', 'système', 'transplantation', 'intelligence', 'organique', 'synapses', 'anticorps', 'cellules', 'organes']
15.570448320573874	7.948727286433518e-05	['miroul', 'mcfee', 'lestandi', 'bretonnet', 'table', 'rue', 'préjean', 'ouais savait', 'lathrop', 'latin']
15.228999036327082	9.522981063597476e-05	['aimline', 'seel', 'daym', 'ramane', 'gelleï', 'ezaelle', 'ramanes', 'parthène', 'uelil', 'scientes']
15.228999036327082	9.522981063597476e-05	['mclaren', 'jeb', 'selway', 'grenier', 'couteau', 'arche', 'shirt', 'lianes', 'couteau boucher', 'ténèbres']
15.228999036327082	9.522981063597476e-05	['link', 'ballon', 'touré', 'barge', 'corson', 'espace', 'étoiles', 'delten', 'cylindre', 'dimension']
14.7038611385227	0.00012578854813712463	['éthel', 'sarramanga', 'strondberg', 'vargas', 'motxoteguy', 'krug', 'moxo', 'vitti', 'remercieras', 'delassane']
14.676699724775748	0.00012761411341745022	['neille', 'keys', 'weller', 'murmura', 'moxo', 'riposta', 'steinhardt', 'vraiment', 'regarda', 'colère']
14.534272951069813	0.00013763274141834298	['sammel', 'larkin', 'bartell', 'darryn', 'wyndom', 'machine', 'machine remonter', 'machine remonter temps', 'sentit', 'remonter temps']
14.534272951069813	0.00013763274141834298	['jument', 'femme', 'deaton', 'geste', 'voulait', 'grange', 'regard', 'pourtant', 'sentait', 'cœur']
14.505447695710316	0.0001397548066593342	['hulann', 'kanin', 'corps', 'construct', 'fouldroule', 'couleur', 'poils', 'calligraphe', 'yeux', 'stratten']
14.492708761107878	0.00014070309189667028	['beckett', 'stoner', 'beckett senior', 'senior', 'haymann', 'hamway', 'baroody', 'corporate', 'histoire beckett', 'lherbier']
14.178723240718318	0.00016623971291386102	['boamiens', 'boamien', 'ghéridanisol', 'lovdale', 'domologiste', 'maître witz', 'witz', 'possédés', 'monser', 'déase']
14.178723240718318	0.00016623971291386102	['griff', 'wolverton', 'murmura', 'investisseur', 'maison', 'white springs', 'cave', 'clenche', 'lança coup œil', 'escalier']
14.178723240718318	0.00016623971291386102	['valleroy', 'klyd', 'médiateur', 'simes', 'zeor', 'hrel', 'sectuib', 'nashmar', 'tentacules', 'imil']
13.653585342913935	0.0002198211776979567	['neille', 'moor', 'trenchard', 'mme moor', 'répliqua', 'dschang', 'virus', 'cuillère', 'mère', 'sonnerie retentit']
13.653585342913935	0.0002198211776979567	['camier', 'parapluie', 'camier veux', 'camier camier', 'hélène', 'loin camier', 'omni', 'conaire', 'camier faut', 'agent']
13.58529003719228	0.0002279648924485102	['catlin', 'bronzes', 'qin', 'donnel', 'danner', 'taïwan', 'conducteur qin', 'oncle', 'conducteur', 'chinois']
13.128447445109561	0.0002908456876584873	['fœtus', 'embryon', 'sperme', 'mère', 'ommach', 'bébé', 'bébés', 'mères', 'ventre mère', 'naître']
13.11278979476229	0.00029328661394851423	['clones', 'valleroy', 'génétique', 'génération', 'walt', 'gène', 'simes', 'gènes', 'pno', 'bactérie']
12.603309547305171	0.0003850643378560866	['jé', 'humirs', 'mox', '410', 'humoks', 'humir', 'gerkanol', 'organe', '1000', 'cos']
12.518369376689584	0.00040297042465035535	['khamal', 'kroll', 'vorton', 'kleinsmidt', 'kegan', 'inspecteur', 'schulze', 'facteur', 'ponik', 'norsworthy']
12.517073169725359	0.00040325008645078036	['élèves', 'dodd', 'moss', 'néfar', 'andouillette', 'surveillante', 'classe', 'lacayo', 'école', 'danaëlle']
12.181205069909392	0.0004827344790185658	['gretly', 'nichols', 'winesong', 'géraldine', 'bouloche', 'loney', 'snow', 'newcastle', 'cauldron', 'convent']
12.172137338105273	0.00048508689611686563	['mélissa', 'prénom', 'mcclain', 'mlle', 'shipka', 'père', 'guinevère', 'voudrais', 'sourire', 'midi']
12.078171649500788	0.0005101560241525872	['bundo', 'salindi', 'marakunda', 'raphaël', 'range rover', 'range', 'rover', 'matope', 'batari', 'trafiquants']
11.866062533110966	0.0005716614593928035	['malaussène', 'corrençon', 'cercaire', 'dolgorouki', 'zabo', 'majesté', 'stojilkovicz', 'thérèse', 'flic', 'ponthard']
11.866062533110966	0.0005716614593928035	['tuée', 'carnets', 'crowley', 'violences', 'femme réelle', 'bigger', 'merde merde', 'assassinat', 'halsey', 'meurtre']
11.835169806251706	0.0005812239798640384	['toronado', 'fusil', 'joker', 'pouvais', 'teele', 'springfield', 'ramsès', 'regardé', 'revolver', 'salaud']
11.553033751696407	0.0006763880043364952	['moïse', 'bricoleur', 'curedent', 'josephson', 'puits', 'fourmilière', 'acromégalique', 'dundas', 'broncos', 'moïse sourit']
11.293905561099454	0.0007776192717755485	['police', 'jurgensen', 'combat', 'creyenna', 'colombaud', 'flic', 'timovie', 'lvt', 'illégale', 'brandshaft']
11.245620045471604	0.0007981112705376384	['aimer', 'frédi', 'fouldroule', 'veux', 'amoureuse', 'dis', 'vivre', 'sentiments', 'tooley', 'cœur']
11.027895853892025	0.0008975096313394945	['quara', 'plikt', 'jakt', 'philotes', 'mirtin', 'novinha', 'mourir', 'propres', 'vaisseau', 'aiûa']
11.027895853892025	0.0008975096313394945	['adolescent', 'mccrae', 'déteste déteste', 'desjardins', 'voir père', 'pendleton', 'père', 'déteste', 'agréablement narines', 'écouta femme']
11.027895853892025	0.0008975096313394945	['mccully', 'mlle', 'mme mccully', '1989', 'futur', 'mountainview', '1862', 'prospecteurs', 'larmes', 'evers']
11.027895853892025	0.0008975096313394945	['rhada', 'louange', 'prisko', 'terre', 'vaisseau vide', 'inspecteur bertholet', 'fleuve', 'royaume', 'enfers', 'bertholet']
11.027895853892025	0.0008975096313394945	['gramps', 'temporelle', 'porte temporelle', 'épée', 'larmes montaient yeux', 'bataille', 'montaient yeux', 'larmes montaient', 'sudiste', 'tissu']
11.027895853892025	0.0008975096313394945	['science', 'machines', 'scientifique', 'citizen', 'scientifiques', 'antéchrist', 'heptangle', 'siècle', 'laboratoire', 'culturellement']
11.027895853892025	0.0008975096313394945	['gomina', 'noël', 'sœur', 'kimball', 'sapin', 'baiser', 'caribou', 'dollars', 'skis', 'boule']
10.502757956087642	0.0011919649988256114	['jedith', 'ottiz', 'farkie', 'jov', 'addim', 'médaillon', 'jedith jedith', 'dup', 'alféo', 'lière']
10.502757956087642	0.0011919649988256114	['planètes', 'étoiles', 'inédit', 'planète', 'étoile', 'galaxie', 'terre', 'guérin', 'années lumière', 'seigneur kampaku']
10.502757956087642	0.0011919649988256114	['bélugas', 'seal', 'eisley', 'avion', 'têtes', 'flocons avoine', 'lèvres', 'vancouver', 'île', 'éveiller']
10.310693910365277	0.0013226154200475363	['bayview', 'voiture', 'jaguar', 'disquette', 'voiture marron', 'osrek', 'wilcom', 'deely', 'ravisseurs', 'recouvré mémoire']
9.97762005828326	0.0015845436002981622	['delahaye', 'martinov', 'hélène', 'gourdel', 'galerie', 'réparaz', 'rue amsterdam', 'dépôts consignations', 'consignations', 'caisse dépôts consignations']
9.97762005828326	0.0015845436002981622	['olbram', 'peterborough', 'toilettes', 'lecture', 'offre ténèbres', 'futur', 'présent', 'cœur', 'laraire', 'ténèbres']
9.97762005828326	0.0015845436002981622	['flaming', 'commandante', 'cluster', 'furst', 'gondelor', 'katzenstein', 'mclasky', 'ismur', 'stengel', 'parapropulseur']
9.95425732870321	0.00160477852025855	['burrow', 'comité', 'brandshaft', 'bradwell', 'stochastique', 'avocat', 'faculté', 'abolitionnistes', 'procès', 'whitson']
9.877298909045287	0.0016733039804366035	['turcotte', 'lescadre', 'commodités', 'sernine', 'skiath', 'sieur eugène', 'fraya chemin', 'inspecteur suivit', 'reprit bernold', 'port']
9.868533521003343	0.001681294635791849	['mère', 'savait', 'père', 'ans', 'femme', 'aimait', 'jour', 'voulait', 'faisait', 'enfants']
9.783811449391855	0.0017605499305950495	['brumbaugh', 'bétail', 'ranch', 'seccombe', 'venneford', 'betteraves', 'centennial', 'éleveurs', 'terre', 'skimmerhorn']
9.391324998881124	0.002180145819514465	['miloz', 'ambassadeur', 'pepperdine', 'rembrandt', 'voix', 'caria', 'sourire', 'desprès', 'jansen', 'demanda']
8.955214602238804	0.0027667868342930863	['tibbie', 'diggan', 'miramonte', 'abuelita', 'soso', 'rawley', 'valoria', 'huff', 'ganaderia', 'mexicain']
8.927344262674497	0.0028093253923659567	['sandorf', 'bélonie', 'tentes', 'temudjin', 'vaches', 'stéphane', 'rhada', 'chevaux', 'forêt', 'blancheur']
8.890171616266976	0.002867097824483871	['séréna', 'saylor', 'oncle', 'gramps', 'atwood', 'townsend', 'frère suppôt', 'programmeur', 'hobart', 'suppôt']
8.769235151508667	0.0030635388734252455	['brago', 'gato', 'rutledge', 'tombstone', 'cheval', 'rancho', 'ranch', 'gato negro', 'negro', 'cass']
8.769235151508667	0.0030635388734252455	['hallingkar', 'poona', 'pd', 'daïren', 'mmi', 'uelil', 'félicien', 'planteur', 'jumbo', 'œufs œufs']
8.752931422503204	0.0030910478586385474	['quade', 'editions', 'editions cauldron', 'cauldron', 'boland', 'knudsen', 'docteur boland', 'snow', 'numéro', 'chantier']
8.55118397283442	0.0034529757166289116	['cheval', 'chevaux', 'djinnih', 'galop', 'cavalière', 'sabots', 'bagrin', 'cible', 'selle', 'banshee']
8.48177161467353	0.0035872259398712163	['nizan', 'salignac', 'césar', 'arrezzi', 'béarnais', 'lettre', 'maître', 'setter', 'béarn', 'orléans']
8.402206364870114	0.0037476587230234636	['garrison', 'hmm hmm', 'hmm', 'mariage', 'vraiment cas', 'sentit', 'croyez insista', 'prie', 'chérie', 'désolé arrivé']
8.402206364870114	0.0037476587230234636	['daym', 'aimline', 'seel', 'histrion', 'confed', 'parthène', 'ezaelle', 'ssecem', 'aimlin', 'ramane']
8.402206364870114	0.0037476587230234636	['carvil', 'grande terre', 'vextase', 'djemine', 'pirates', 'île', 'pointus', 'véra', 'soldats japonais', 'soldats']
8.402206364870114	0.0037476587230234636	['masters', 'broehm', 'mittend', 'masters père', 'malevic', 'utgers', 'ints', 'glencairn', 'obdan', 'masters trouve']
8.402206364870114	0.0037476587230234636	['ruche', 'ruches', 'majats', 'kethiuy', 'guerriers', 'raen', 'bohrt', 'kontrin', 'ouvrier', 'faux bourdons']
